0.0266,-0.0694,0.0229
-0.0284,-0.0682,0.0230
0.0586,-0.0349,0.0119
0.0415,-0.0285,0.0502
-0.0044,-0.0298,0.0632
-0.0387,-0.0294,0.0499
-0.0593,-0.0309,0.0096
0.0625,-0.0093,0.0303
0.0203,-0.0020,0.0666
-0.0274,0.0009,0.0640
-0.0665,-0.0008,0.0233
 0.0666,0.0220,-0.0361
0.0726,0.0130,-0.0057
0.0531,0.0212,0.0504
-0.0048,0.0312,0.0695
-0.0592,0.0215,0.0468
-0.0710,0.0124,-0.0130
-0.0657,0.0205,-0.0430
0.0688,0.0446,0.0265
0.0238,0.0537,0.0596
-0.0350,0.0560,0.0567
-0.0716,0.0475,0.0162
0.0624,0.0593,-0.0106
0.0442,0.0754,0.0321
0.0017,0.0847,0.0374
-0.0469,0.0774,0.0290
-0.0601,0.0588,-0.0184
0.0305,0.0817,-0.0498
0.0312,0.0915,-0.0217
-0.0236,0.0957,-0.0220
-0.0272,0.0817,-0.0526
